Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Overheating
0,1,0,1,50.18,1.14,0.426,0.087,0.158,4.43,70.73,68.56,4.87,0.46261106774481736,0
0,0,1,0,57.75,1.77,0.543,0.924,0.578,7.35,67.86,62.78,5.04,1.2176653891771745,0
0,0,0,0,65.5,1.77,0.316,0.443,0.482,3.36,62.83,73.81,7.21,0.7269312209556005,0
0,0,0,1,50.32,2.05,0.846,0.095,0.822,7.38,80.96,67.26,6.13,1.1833955382711225,0
1,0,1,0,61.05,1.38,0.373,0.532,0.312,5.62,64.09,68.15,4.38,0.7207614029621732,0
0,0,1,0,46.66,1.71,0.492,0.507,0.138,5.04,71.1,60.47,4.38,0.7198312302199732,0
1,0,0,1,53.99,2.18,0.611,0.484,0.624,4.55,61.3,73.08,5.96,0.9984753377024392,0
0,1,0,1,63.2,1.31,0.382,0.698,0.569,4.49,68.0,71.14,3.99,0.9782070333012332,0
0,0,0,0,44.07,1.04,0.131,0.649,0.298,4.53,72.11,70.78,6.09,0.7260619808253287,0
1,0,0,0,64.4,0.94,0.414,0.56,0.194,7.42,65.88,63.93,5.33,0.7229329152832924,0
1,0,0,0,59.8,1.71,0.706,0.59,0.807,6.62,72.93,64.13,5.52,1.2238402673551807,0
0,0,0,1,65.52,0.94,0.433,0.479,0.783,6.35,68.65,69.12,4.74,1.0148985170941969,0
1,0,1,0,62.24,1.39,0.331,0.855,0.003,6.99,75.8,64.53,4.37,0.9168396806421502,0
0,0,1,0,73.64,1.63,0.685,0.204,0.408,4.29,76.81,70.17,6.46,0.8229854190688921,0
1,0,0,1,61.25,1.56,0.434,0.528,0.833,6.09,67.07,57.2,4.75,1.0775105567928325,0
0,1,0,0,55.71,1.63,0.398,0.513,0.405,5.3,70.38,65.56,4.59,0.7652437520163102,0
0,1,1,0,61.22,1.57,0.53,0.663,0.402,6.91,70.92,76.98,4.92,0.9391874147368032,0
0,1,1,0,65.43,1.88,0.654,0.331,0.443,4.55,73.1,70.2,5.19,0.8564613242873259,0
0,0,0,0,60.49,1.21,0.976,0.151,0.276,6.22,70.07,68.83,3.97,1.0254525830090828,0
0,1,1,0,60.41,1.3,0.665,0.531,0.159,7.41,70.95,77.93,4.44,0.8657176213985712,0
0,1,0,0,52.98,1.27,0.732,0.556,0.711,5.01,68.78,56.32,4.38,1.1621019748713965,0
0,1,1,0,53.37,1.75,0.399,0.798,0.131,3.33,70.58,63.92,5.85,0.9017571735228948,0
0,0,1,0,45.97,1.77,0.295,0.246,0.549,5.58,76.49,65.99,4.11,0.670031342550481,0
1,0,1,0,77.5,1.64,0.512,0.731,0.677,4.73,73.23,72.29,3.24,1.1201937332443883,0
0,0,0,0,47.56,1.86,0.521,0.973,0.21,6.36,73.51,72.38,3.03,1.1235078993936802,0
0,0,1,0,53.07,1.15,0.284,0.424,0.315,7.76,73.62,63.67,3.53,0.5997140985503009,0
0,1,1,0,52.82,2.0,0.465,0.242,0.743,5.43,69.23,72.99,6.36,0.9093063290222938,0
1,0,1,0,68.95,1.96,0.58,0.419,0.607,5.33,71.59,65.98,5.02,0.9383016572510143,0
0,1,0,1,57.05,1.72,0.572,0.503,0.377,6.27,64.57,74.06,5.5,0.8498952876678396,0
0,1,1,0,72.48,2.03,0.601,0.613,0.74,3.52,76.34,62.84,5.54,1.1333887241366045,0
0,0,1,0,53.27,1.0,0.558,0.382,0.741,4.27,56.09,67.38,5.06,1.0031794455629561,0
0,0,0,0,62.79,1.34,0.399,0.811,0.554,7.59,69.56,65.55,4.93,1.0601122582066487,0
0,0,0,0,51.65,1.28,0.397,0.277,0.32,6.35,75.7,73.28,6.04,0.5802913061557963,0
0,1,0,1,81.45,1.72,0.26,0.152,0.417,3.07,63.18,65.39,5.15,0.5143860418012914,0
1,0,0,0,48.12,1.18,0.857,0.721,0.557,4.02,72.0,67.79,6.4,1.2508153340921273,0
1,0,0,0,63.1,1.73,0.503,0.045,0.462,6.41,66.6,70.53,5.62,0.6844545273427592,0
0,1,0,0,66.34,1.91,0.455,0.459,0.688,6.82,68.16,70.73,4.38,0.9439544480535064,0
1,0,0,1,64.14,1.71,0.314,1.124,0.194,7.2,74.73,72.43,4.5,1.1830502947888564,0
0,1,0,1,58.15,1.59,1.087,0.498,0.201,4.46,70.99,69.06,4.27,1.2124248430315174,0
1,0,1,0,58.7,1.2,0.285,0.276,0.536,7.66,59.83,65.91,6.22,0.666856056431971,0
0,1,1,0,60.44,1.25,0.414,0.489,0.402,5.76,65.12,66.25,4.59,0.7563868058077164,0
1,0,0,0,58.53,1.87,0.583,0.49,0.375,6.48,74.88,68.13,4.2,0.8488898632920526,0
0,0,1,0,69.64,1.73,0.62,0.532,0.146,5.98,72.24,69.25,5.32,0.8299036088606917,0
0,0,1,0,82.11,1.49,0.692,0.632,0.504,3.61,78.74,67.26,4.9,1.0640977398716718,0
0,0,0,1,54.43,1.37,0.862,0.292,0.489,7.82,78.41,68.1,5.29,1.033164556109045,0
0,0,0,1,46.3,0.89,0.601,0.838,0.631,3.61,68.29,60.41,6.89,1.2089689822323813,0
0,1,1,0,59.12,1.18,0.289,0.549,0.514,4.27,82.52,71.34,5.91,0.8056785959673993,0
1,0,1,0,85.8,2.07,0.449,0.645,0.473,7.07,70.12,68.91,5.03,0.9172540542292522,0
0,1,1,0,51.96,1.12,0.562,0.374,0.735,6.09,65.19,73.01,3.59,0.9979704404440044,0
0,0,0,0,76.39,1.56,0.914,0.757,0.238,7.19,66.83,68.0,4.5,1.2104086086937749,0
1,0,0,1,76.78,1.8,0.22,0.449,0.607,5.58,58.72,59.31,5.71,0.7864159204899148,0
0,1,1,0,54.46,1.12,0.741,0.556,0.166,4.88,78.04,66.21,3.83,0.9411551413024317,0
0,0,1,0,65.69,1.56,0.536,0.313,0.332,7.61,77.97,67.0,7.14,0.7039097953573313,0
1,0,0,0,76.28,1.78,0.668,0.301,0.257,3.18,64.92,71.71,5.01,0.7764496120161308,0
1,0,0,1,56.21,1.5,0.48,0.638,0.656,7.28,68.86,57.65,5.05,1.033334408601591,0
0,0,0,0,57.96,2.36,0.332,0.411,0.487,4.15,70.48,68.21,4.33,0.7185499286758018,0
0,0,0,0,54.18,1.0,0.65,0.329,0.497,7.24,65.2,70.57,5.5,0.8819013550278739,0
1,0,1,0,49.85,1.82,0.631,0.371,0.279,3.7,61.22,64.69,3.84,0.7833536876788161,0
0,0,0,0,53.51,1.45,0.694,0.64,0.44,5.9,68.95,68.37,7.16,1.041554607305829,0
0,1,0,0,47.76,1.73,0.497,0.374,0.347,7.44,68.39,64.86,6.32,0.7122457441080291,0
0,0,1,0,60.34,1.63,0.38,0.476,0.577,5.37,68.06,64.35,5.98,0.8389904647849105,0
0,0,0,1,52.3,1.28,0.188,0.503,0.302,6.73,71.11,65.96,3.61,0.6160819750650071,0
0,0,1,0,62.34,1.57,0.664,0.117,0.766,7.02,77.15,64.45,5.21,1.02046117025588,1
1,0,0,1,44.44,0.94,0.585,0.206,0.165,6.68,68.48,71.42,6.21,0.641783452575711,0
1,0,0,0,63.31,1.68,0.307,0.567,0.339,7.63,70.85,64.33,5.59,0.7284634513824286,0
0,0,0,0,68.34,1.59,0.392,0.353,0.835,5.23,73.63,63.49,4.0,0.987673022816762,0
1,0,1,0,40.06,1.69,0.407,0.711,0.413,3.87,72.77,76.84,4.35,0.9174633507666669,0
0,0,1,0,63.74,1.82,0.203,0.693,0.237,3.24,66.93,72.8,4.55,0.7600177629503142,0
0,1,1,0,72.28,1.61,0.336,0.644,0.544,4.23,70.48,58.69,4.4,0.9075064738061102,0
1,0,0,0,47.9,1.54,0.273,0.864,0.405,3.72,72.74,64.18,6.53,0.992496851380396,0
0,0,0,0,76.73,1.24,0.418,0.483,0.333,5.79,64.36,69.21,3.08,0.7203485267563196,1
1,0,0,1,64.19,1.29,0.352,0.63,0.281,3.92,76.32,69.62,5.66,0.7744449625376875,0
0,1,1,0,52.95,1.86,0.175,0.383,1.054,3.19,77.16,60.55,3.71,1.1350022026410345,0
0,1,0,0,59.44,1.93,0.905,0.99,0.45,3.18,66.39,73.79,4.04,1.4147879699799544,0
0,0,0,1,65.58,1.43,0.751,0.897,0.115,7.16,70.97,72.13,2.99,1.175514780851351,0
1,0,1,0,60.76,1.51,0.344,0.502,0.799,5.96,73.21,70.41,4.45,1.0043609908792754,0
0,1,1,0,65.39,1.23,0.554,0.577,0.622,4.79,67.27,74.78,6.51,1.0132763690129165,0
1,0,0,1,50.79,1.85,0.583,0.772,0.347,7.47,72.41,70.26,5.26,1.0277558075729856,0
0,0,0,1,61.69,1.7,0.738,0.471,0.313,3.35,70.82,70.24,3.8,0.9297601841335216,0
0,1,0,1,45.86,2.08,0.336,0.369,0.635,7.9,62.66,75.79,6.02,0.8076397711851491,1
0,1,0,0,58.89,1.24,0.718,0.675,0.451,6.08,72.3,73.51,6.23,1.0837665800346494,0
1,0,1,0,50.96,1.39,0.39,0.516,0.115,3.92,64.5,63.79,5.1,0.6569482475811926,0
0,1,1,0,52.64,1.57,0.233,0.537,0.857,6.4,74.7,71.17,7.03,1.0378376558980698,0
0,0,0,1,72.36,1.69,0.645,0.333,0.413,6.82,66.64,64.68,5.82,0.8351544767287068,0
0,0,0,0,70.91,1.44,0.758,0.156,0.799,5.15,69.19,70.52,5.68,1.1123403256198168,1
0,1,0,1,66.09,1.24,1.018,0.547,0.756,7.31,76.86,70.38,4.2,1.3809666904020532,0
0,0,0,0,49.08,1.76,0.26,0.681,0.3,3.75,72.48,61.08,5.63,0.7882645495009909,0
0,1,1,0,56.84,1.72,0.64,0.455,0.707,4.39,64.6,67.39,5.22,1.0566333328075543,1
0,1,1,0,72.13,1.23,0.418,0.787,0.37,3.47,64.93,69.33,5.52,0.9648797852582466,0
0,1,0,0,61.42,1.91,0.657,0.359,0.127,4.05,67.0,65.82,4.32,0.7593806687031215,0
0,1,1,0,83.19,1.85,0.206,0.289,0.415,4.19,71.97,69.57,5.13,0.5460604362156262,0
1,0,1,0,63.93,1.54,0.247,0.487,0.58,7.59,71.79,72.03,4.18,0.7966040421690063,0
0,1,0,1,61.92,1.52,0.345,0.483,0.407,3.39,65.78,67.85,2.85,0.7196964637956754,0
0,0,0,0,56.91,1.67,0.516,0.654,0.439,5.14,64.16,69.12,6.0,0.9416437755329773,0
1,0,1,0,61.34,1.24,0.372,0.345,0.729,5.66,71.41,74.92,3.5,0.8881722805852477,0
0,0,1,0,58.48,1.51,0.632,0.774,0.521,7.49,69.09,70.37,5.11,1.1269165896374054,0
0,1,0,0,67.08,0.85,0.705,0.893,0.331,7.99,80.79,69.0,5.33,1.1849198285116171,0
0,0,1,0,69.57,1.76,0.62,0.492,0.64,6.77,70.18,63.21,5.33,1.0178722906141027,0
1,0,0,0,52.14,1.03,0.824,0.75,0.54,7.85,79.07,71.36,4.72,1.2381744626667117,0
0,0,0,0,46.69,1.95,0.583,0.289,-0.004,6.94,64.15,69.65,5.27,0.6507119178253922,0
1,0,0,1,41.64,1.4,0.257,0.715,0.586,7.82,62.13,74.42,5.47,0.9595155027408363,0
0,1,0,0,65.08,1.44,0.773,0.709,0.578,6.54,64.4,68.23,5.73,1.1976201401112123,0
0,1,0,1,48.97,1.31,0.379,0.673,0.504,3.4,75.95,58.92,6.73,0.9222721940945634,0
0,0,1,0,38.47,1.41,0.682,0.497,0.678,5.01,78.78,59.5,5.23,1.08250496534658,0
0,0,0,0,63.89,1.93,0.815,-0.091,0.366,6.23,66.09,71.68,5.06,0.8980322934059777,0
0,1,0,1,84.93,0.75,0.591,0.372,0.567,4.75,67.7,65.15,4.09,0.8995298772136476,0
0,1,0,0,59.94,1.88,0.201,0.375,0.187,4.37,64.16,70.18,5.44,0.46475262237022397,0
0,0,1,0,68.38,1.6,0.316,0.304,0.581,5.89,60.94,68.57,5.67,0.7278962838207103,0
0,1,0,1,60.82,1.14,0.765,0.524,0.891,7.67,73.59,67.17,4.81,1.2859556757524733,0
1,0,0,1,59.01,1.18,0.466,0.416,0.301,3.17,71.12,67.52,5.54,0.6934068070043732,0
1,0,0,1,69.19,2.0,0.516,0.335,0.348,6.85,70.05,63.67,4.71,0.7068132709563396,0
0,0,1,0,57.1,1.22,0.652,0.288,0.358,6.61,63.0,67.92,5.67,0.7976289864341691,0
0,0,0,1,62.67,1.15,0.639,0.357,0.526,7.82,78.2,65.08,5.91,0.9013578645576905,0
0,1,1,0,63.22,1.84,0.556,0.724,0.287,7.65,67.48,66.14,5.9,0.9569122216797108,0
0,1,1,0,53.32,1.6,0.458,0.368,0.584,6.81,72.67,66.38,5.12,0.8283984548512872,0
1,0,0,0,69.92,1.22,0.437,0.397,0.669,5.6,62.73,66.87,3.96,0.8922662158795435,0
0,0,1,0,58.25,1.56,0.672,0.409,0.607,4.02,69.05,72.61,4.39,0.993636754553695,1
0,0,0,1,52.44,1.19,0.611,0.568,0.146,5.73,71.46,67.35,5.6,0.8469126283153415,0
0,0,0,1,65.37,1.83,0.449,0.591,0.699,6.83,71.64,73.12,7.45,1.0195503911038433,0
0,0,1,0,51.02,1.82,0.716,-0.109,0.687,7.48,70.77,75.69,4.66,0.9982514713237342,0
1,0,1,0,60.28,1.66,0.474,0.704,0.666,6.95,72.47,72.27,5.46,1.078817871561275,0
1,0,0,0,59.91,1.61,0.33,0.787,0.575,3.98,64.35,70.67,4.44,1.0290257528361475,0
0,0,0,0,70.86,2.03,0.348,0.29,0.544,6.0,70.99,69.63,4.03,0.7079124239621735,0
1,0,0,1,64.75,1.5,0.304,0.306,0.706,4.66,70.57,72.33,4.32,0.8273378995307782,0
0,0,1,0,59.75,1.15,0.446,0.41,0.885,3.05,71.16,68.45,2.92,1.0724928904193258,0
1,0,0,1,68.18,1.63,0.747,0.349,0.309,4.0,70.36,72.92,6.35,0.8805061044649264,0
0,1,1,0,73.9,2.13,0.339,0.545,0.716,3.57,63.63,71.07,2.77,0.9615622704744607,0
1,0,0,1,65.58,1.2,0.538,0.111,0.483,7.21,63.41,66.2,4.74,0.7314738546250303,0
0,0,0,1,60.1,1.39,0.369,0.276,0.474,4.29,58.93,72.48,3.82,0.6610695878649993,1
0,1,0,1,46.88,1.62,0.448,0.808,0.193,4.42,74.09,68.46,4.12,0.9438310230120645,0
0,0,1,0,49.35,1.48,0.198,0.314,0.443,7.8,74.14,67.47,6.38,0.5779697223903688,0
0,1,0,0,56.95,1.21,0.456,0.749,0.301,4.9,74.22,65.62,5.2,0.9271127223806175,0
0,1,0,0,53.9,1.84,0.461,0.571,0.407,3.05,71.53,68.83,4.03,0.8391728069950789,0
1,0,1,0,58.13,2.2,0.608,0.138,0.28,4.42,59.33,72.98,4.41,0.6834529976523623,0
1,0,0,0,60.57,1.56,0.545,0.627,0.41,3.6,64.87,72.44,4.23,0.9264199911487231,0
0,1,0,1,65.3,1.23,0.26,0.476,0.419,3.51,70.85,69.77,4.96,0.6853736207354351,0
0,1,1,0,59.3,1.04,0.717,0.409,0.519,3.39,70.68,71.0,5.17,0.9750543574591111,0
0,1,1,0,64.87,1.58,0.542,0.549,0.177,5.97,68.89,74.36,6.9,0.7915137396154284,0
0,0,0,0,60.64,1.83,0.54,0.595,0.211,3.95,71.84,67.25,3.08,0.8307502633162388,0
1,0,0,0,40.25,1.64,0.498,0.642,0.572,4.81,70.06,62.42,4.97,0.9936558760456258,0
0,0,0,1,50.61,1.5,0.396,0.736,0.341,7.31,70.6,74.51,4.68,0.9026588502861976,0
1,0,1,0,58.56,1.32,0.544,0.582,0.715,5.12,66.8,65.35,5.95,1.0704601814173191,0
0,0,0,0,47.9,1.17,0.595,0.225,0.545,7.58,74.91,64.55,5.35,0.8376604323948935,0
1,0,1,0,66.0,1.75,0.151,0.405,0.621,5.49,67.85,59.02,5.59,0.7566154901930042,1
0,1,0,1,75.31,1.77,0.392,1.089,0.782,4.99,63.35,70.86,5.35,1.3968210336331566,0
0,1,0,1,72.19,1.04,0.449,0.645,0.438,6.75,66.15,59.89,4.07,0.8997055073744964,0
1,0,0,1,57.87,1.98,0.551,0.974,0.385,3.37,68.26,64.25,6.21,1.183428071324996,0
0,1,1,0,74.91,1.67,0.739,0.779,0.674,3.45,74.97,70.94,5.8,1.2677689063863335,0
0,1,1,0,61.49,1.92,0.346,0.548,0.602,6.26,69.79,71.61,5.92,0.8845473418647529,0
0,0,1,0,56.63,1.1,0.4,0.56,0.463,5.43,69.07,64.74,6.26,0.8294389670132457,0
1,0,1,0,53.87,1.09,0.397,0.493,0.778,6.95,63.76,67.33,5.42,1.0029665996432784,0
0,1,1,0,56.98,1.46,0.34,0.152,0.458,7.58,73.93,63.64,6.48,0.5903117820270912,0
1,0,0,1,56.12,1.65,0.431,0.504,0.507,4.94,66.74,65.26,5.38,0.8347610436526132,0
0,0,0,1,61.7,2.04,0.654,0.742,0.504,5.98,69.5,69.33,4.78,1.1100882847773865,0
1,0,0,1,61.61,1.71,0.289,0.38,0.313,5.5,77.4,65.49,4.99,0.570867760519019,0
0,0,0,0,60.03,1.43,0.586,0.582,0.516,7.91,72.54,66.78,4.98,0.973845983716111,0
0,0,0,1,64.37,1.19,0.16,0.67,0.779,7.16,61.86,60.68,4.48,1.0398754733139925,0
0,0,1,0,71.91,1.87,0.388,0.318,0.589,7.56,61.15,73.66,6.63,0.7736853365548555,0
0,1,0,1,69.5,1.21,0.434,0.41,0.506,4.27,69.68,70.55,5.3,0.7826186810957173,0
0,0,0,0,45.15,1.99,0.835,0.296,0.468,6.86,63.94,71.96,5.09,1.0019306363216967,0
1,0,0,0,34.46,1.41,0.445,0.336,0.566,4.33,73.24,74.45,5.39,0.7945294204747864,0
1,0,0,0,69.34,1.98,0.06,0.242,0.65,4.04,70.21,63.87,7.98,0.6961781381227078,0
0,1,0,0,46.33,1.7,0.1,0.32,0.622,7.72,70.83,66.21,3.87,0.7066003113500587,0
0,1,0,0,57.75,1.46,0.507,0.784,0.434,3.1,66.47,58.53,4.15,1.0295926378913167,0
0,0,1,0,48.3,1.34,0.623,0.317,0.565,7.83,78.71,83.7,3.62,0.898800867823346,0
0,0,0,1,41.98,1.4,0.575,0.525,0.596,3.75,84.21,67.25,4.77,0.9805437267149283,0
0,0,1,0,65.41,1.63,0.534,0.399,0.299,7.1,68.61,73.19,5.25,0.730587434876894,0
0,1,1,0,67.59,1.52,0.732,0.736,0.534,4.38,71.77,61.81,4.53,1.1673371406753064,0
0,1,0,0,54.23,1.32,0.392,0.762,0.068,4.75,70.49,72.98,4.46,0.859611540173816,0
1,0,0,1,34.09,1.45,0.679,0.673,0.597,4.08,68.7,77.29,5.14,1.1271109084735185,0
0,0,0,1,54.54,1.52,0.174,0.561,0.632,5.93,65.84,67.7,4.5,0.8627983541940725,0
0,0,0,1,63.92,0.86,0.319,0.454,0.65,4.74,64.58,62.95,5.31,0.8546209686170824,0
1,0,0,0,45.21,1.64,0.139,0.262,0.421,6.29,64.32,67.31,6.11,0.5149815530676802,0
1,0,1,0,61.83,1.21,0.445,0.889,0.562,3.08,72.03,56.87,5.68,1.142011383480918,0
1,0,0,1,59.85,1.15,0.491,0.348,0.785,3.32,67.4,67.81,5.88,0.9891460963881928,0
1,0,1,0,65.79,0.99,0.523,0.633,0.783,3.5,57.11,72.1,6.09,1.1345955226423203,0
0,0,0,1,61.2,0.96,0.512,0.712,0.494,5.09,72.22,67.82,5.28,1.0065406102090466,0
0,1,0,1,50.27,1.09,0.314,0.389,0.528,7.07,69.81,66.58,4.84,0.7271182847377723,0
0,0,0,1,71.97,1.29,0.462,0.708,0.722,7.44,76.73,70.64,4.23,1.111751770855347,0
1,0,0,1,58.41,2.09,0.201,0.653,0.2,4.22,71.87,71.02,4.61,0.7119058926571686,0
0,1,0,0,59.73,1.34,0.773,0.846,0.435,5.87,62.61,59.7,4.48,1.2257528298967943,0
0,0,0,0,50.67,1.55,0.439,0.406,0.767,6.84,58.85,68.44,5.73,0.9725461428641831,0
1,0,1,0,55.57,1.62,0.402,0.243,0.695,4.44,66.4,80.18,5.35,0.8388551722436954,0
0,1,0,0,51.15,1.54,0.818,0.399,0.574,5.05,66.87,61.32,5.7,1.07601161703766,0
0,1,0,1,58.27,1.48,0.252,0.542,0.199,5.62,74.72,67.57,3.84,0.6299753963449684,0
0,1,1,0,77.12,1.14,0.275,0.512,0.49,3.67,69.96,77.71,6.43,0.7601769530839514,0
0,0,1,0,46.28,1.94,0.281,0.421,0.382,3.13,75.67,73.52,4.57,0.6341340552280724,0
1,0,1,0,43.86,2.04,0.486,0.118,0.566,3.76,63.38,65.43,3.9,0.7552986164425299,0
0,0,0,1,74.71,1.0,0.586,0.594,0.338,6.13,74.83,69.03,4.56,0.9002644056053755,0
0,0,0,1,57.91,1.19,0.648,0.894,0.295,3.37,73.6,67.99,7.48,1.1428757587769547,0
0,0,1,0,53.31,1.42,1.014,0.593,0.087,3.95,59.91,64.26,4.61,1.1778853934063365,0
0,1,0,0,70.4,1.21,0.05,0.622,0.744,4.69,76.61,67.63,4.67,0.9710406788595419,0
1,0,0,1,53.94,1.65,0.622,0.614,0.42,3.39,70.47,66.6,4.81,0.9696803597062281,0
0,0,0,1,78.26,1.28,0.389,0.579,0.531,3.96,71.96,68.56,4.85,0.876654435909612,0
1,0,0,0,66.78,2.15,0.383,0.686,0.5,7.56,65.68,64.26,4.22,0.9312813753103839,0
0,1,1,0,55.12,1.86,0.376,0.579,0.287,3.1,76.38,61.62,5.14,0.7476536631355457,1
0,0,0,0,81.57,1.56,0.318,0.437,0.248,6.27,64.07,67.79,6.08,0.5946402273644124,0
1,0,0,1,53.94,1.81,0.837,0.341,0.299,4.92,74.16,76.58,5.31,0.951972163458575,0
0,1,1,0,67.42,1.83,0.668,0.45,0.355,6.36,74.1,68.41,3.89,0.8801982731180515,1
0,0,1,0,62.99,1.33,0.505,0.563,0.573,5.94,65.13,66.34,4.66,0.9488535187266788,0
0,0,0,0,73.02,1.26,0.77,0.437,0.341,4.12,79.92,71.77,4.45,0.9487623516982533,0
1,0,0,1,75.62,1.52,0.197,0.563,0.849,7.24,71.16,67.21,5.05,1.0375832496720443,0
1,0,0,1,60.32,1.76,0.234,0.588,0.705,5.46,73.27,77.34,6.33,0.9473779604782876,0
0,0,1,0,52.47,1.54,0.064,0.667,0.662,7.11,62.36,67.98,4.85,0.9419283412234712,0
0,0,0,1,64.6,1.03,0.36,0.757,0.476,5.03,80.59,71.5,4.91,0.963963173570443,0
0,1,1,0,53.22,1.26,0.532,0.516,0.803,7.92,63.88,64.23,6.78,1.0927437943086202,0
0,1,1,0,80.13,1.48,0.521,0.238,0.456,6.85,75.12,70.52,5.88,0.7321345504755257,0
0,0,1,0,61.37,1.48,0.53,0.431,0.494,7.83,65.03,69.38,5.57,0.8430284692701665,0
1,0,0,1,56.35,2.09,0.218,0.509,0.534,5.57,66.91,67.72,6.96,0.769260034058705,1
1,0,0,0,61.85,1.08,0.661,0.133,0.64,5.37,73.94,65.49,5.49,0.9296289582408672,0
0,0,1,0,46.53,1.65,0.548,0.778,0.627,6.78,75.14,64.81,3.01,1.139612653492405,0
0,1,0,0,50.28,1.95,0.647,0.528,0.405,7.4,63.64,69.41,5.83,0.9281260690229534,0
0,0,0,0,72.0,2.18,0.121,0.576,0.393,7.82,75.45,71.14,3.41,0.7077188707389397,0
1,0,0,0,53.43,1.38,0.562,0.773,0.628,4.62,75.22,67.36,5.45,1.1435720353348975,0
0,0,0,0,49.53,1.65,0.262,0.374,0.643,6.99,65.31,69.44,3.29,0.7886501125340691,0
0,0,0,0,65.37,1.67,0.421,0.615,0.421,4.05,77.99,67.81,4.53,0.8559830605800561,0
0,1,1,0,71.86,1.56,0.607,0.478,0.183,5.73,62.72,68.49,4.64,0.793991183830148,0
1,0,0,1,67.19,1.47,0.518,0.463,0.459,3.9,66.88,67.0,4.23,0.8326908189718438,0
1,0,0,0,69.96,1.63,0.33,0.346,0.625,4.74,72.4,68.09,4.65,0.7869186743241006,0
0,0,0,1,52.43,0.74,0.501,0.833,0.861,7.66,65.73,81.49,6.03,1.2985418745654682,0
1,0,0,1,45.78,1.7,0.194,0.425,0.26,3.73,71.32,69.56,4.29,0.5346597048590813,0
1,0,1,0,75.01,1.54,0.73,0.64,0.415,6.16,71.21,71.23,5.55,1.0558053797930753,0
1,0,0,0,56.77,1.43,0.459,0.125,0.422,5.96,69.06,70.19,4.03,0.6359166612064824,0
1,0,0,1,57.49,2.11,0.724,0.736,0.771,3.6,74.16,66.69,4.81,1.2885313345045202,0
0,1,0,1,73.28,1.3,0.395,0.71,0.493,4.63,68.86,74.47,5.32,0.9503546706361788,0
0,1,0,0,65.56,1.38,0.395,0.519,0.319,5.81,71.16,66.54,4.0,0.7260488964250273,0
0,1,1,0,64.56,2.1,0.347,0.455,0.612,3.94,75.73,73.28,3.69,0.8378412737505834,0
0,1,1,0,81.65,1.25,0.675,0.58,0.419,7.0,73.95,66.33,5.49,0.9836594939306995,0
0,1,0,0,53.56,1.33,0.358,0.958,0.255,7.86,73.93,63.2,6.12,1.054017552036018,0
1,0,0,1,69.28,1.46,0.629,0.147,0.321,4.07,64.25,69.83,4.92,0.7213119990683644,0
0,0,1,0,60.57,1.75,0.424,0.656,0.847,3.93,72.62,62.48,4.54,1.1521809753680192,0
0,0,1,0,62.69,1.56,0.105,0.318,0.577,5.27,65.61,70.68,5.16,0.6671416641164004,0
0,1,0,1,75.28,1.11,0.386,0.496,0.522,6.74,63.59,62.03,5.06,0.8170042839544969,0
1,0,0,1,65.08,1.34,0.264,0.45,0.45,4.41,69.64,66.4,5.24,0.6889818575260165,0
0,1,0,1,65.38,1.32,0.507,0.414,0.558,3.1,65.48,60.84,2.47,0.8601215030447734,0
0,0,0,1,70.73,1.48,0.262,0.498,0.556,5.71,73.95,82.12,3.93,0.7910651047796257,0
1,0,0,0,56.35,1.63,0.685,0.273,0.558,7.78,74.07,59.73,4.15,0.9247259053362786,0
1,0,0,1,51.61,1.63,0.482,0.706,0.523,4.96,60.49,68.05,5.15,1.0021422054778453,0
1,0,1,0,49.55,0.97,0.464,0.141,0.674,5.1,65.86,73.72,5.19,0.8303330657031551,0
0,0,0,1,40.34,1.82,0.631,0.608,0.505,7.84,62.7,73.18,5.64,1.0113604698622545,0
0,0,0,1,80.56,1.58,0.693,0.435,0.304,6.47,67.69,72.26,5.26,0.8728631049597639,0
0,1,0,0,48.97,1.92,0.496,0.266,0.378,6.6,72.28,66.41,3.7,0.6779793507179994,0
0,1,0,0,57.79,1.63,0.346,0.54,0.104,5.81,68.79,74.76,6.45,0.6497168614096451,0
0,0,0,1,57.23,1.83,0.145,0.189,0.905,7.87,67.05,72.57,6.27,0.9358263727850374,0
0,1,0,0,63.07,1.64,0.363,0.508,0.673,6.44,76.5,69.06,3.74,0.9180206969344428,0
0,0,0,0,68.16,1.9,0.377,0.215,0.334,7.48,58.48,69.2,5.33,0.5476403929587371,0
1,0,0,0,68.6,1.66,0.521,0.592,0.444,6.5,76.18,66.48,4.4,0.9050088397358337,0
0,1,0,0,54.17,1.47,0.431,0.315,0.373,6.68,67.28,63.45,5.14,0.6512411227801881,0
0,0,0,1,58.33,2.18,0.638,0.41,0.809,4.45,69.61,74.19,6.05,1.1088845746965732,0
0,0,0,0,62.83,1.77,0.377,0.559,0.216,4.52,67.36,74.56,7.13,0.7080014124279698,0
0,0,0,0,57.51,1.67,0.489,0.345,0.523,6.91,77.71,63.58,5.75,0.7947798437303251,0
0,1,1,0,76.07,1.12,0.737,0.488,0.478,4.48,63.85,67.23,5.29,1.00488656076196,1
