Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Misalignment
0,0,1,0,62.23,1.56,0.911,0.424,0.585,4.38,65.63,63.38,5.72,1.1627218067964495,0
0,1,0,0,59.45,1.28,0.337,0.374,0.286,6.28,76.39,56.59,4.14,0.579,0
0,0,0,1,62.86,2.07,0.921,0.827,0.343,3.6,68.14,62.44,6.7,1.2844528017798085,0
0,0,0,1,65.21,1.51,0.507,0.344,0.638,7.4,66.38,66.05,2.95,0.8845501681645875,0
0,1,0,1,66.45,1.73,0.225,0.647,0.453,6.9,73.53,73.49,6.46,0.8212447868936521,0
0,0,0,1,65.56,1.32,0.774,0.388,0.818,3.95,63.1,67.48,4.95,1.1911104063016158,0
0,1,1,0,60.9,1.61,0.525,0.408,0.6,6.47,73.13,65.4,6.0,0.8955942161492558,0
0,1,0,1,58.03,1.59,0.67,0.706,0.403,6.01,78.91,63.55,5.36,1.0534443506896793,0
0,0,0,0,58.49,0.93,0.745,0.424,0.498,3.92,72.83,71.28,5.35,0.9913652202896771,0
1,0,0,0,58.05,2.1,0.568,0.419,0.513,4.37,73.19,74.79,5.55,0.8725560153938542,0
0,1,0,1,71.34,1.89,0.382,0.727,0.354,5.04,74.35,73.32,5.81,0.8942980487510861,0
1,0,0,1,65.94,1.38,0.695,0.819,0.317,6.5,78.55,71.03,4.67,1.1199441950383062,0
0,1,0,1,30.6,1.17,0.5,0.629,0.64,6.19,76.05,60.62,6.03,1.0272492394740431,0
1,0,0,0,66.56,1.6,0.637,0.369,0.669,5.66,72.2,66.24,3.92,0.9947316220971364,0
0,0,0,0,61.95,1.53,0.069,0.398,0.621,6.84,74.52,77.74,4.99,0.7408144167063705,0
0,1,0,1,59.81,1.61,0.589,0.516,0.803,6.79,65.57,73.61,5.84,1.1215997503566055,0
0,0,0,0,56.11,1.56,0.372,0.564,0.392,6.09,73.88,60.31,6.0,0.7811171487043412,0
0,0,0,0,71.24,1.65,0.831,0.302,0.835,6.93,64.97,67.72,5.46,1.216137327771827,0
0,0,1,0,69.48,1.93,0.625,0.645,0.32,4.67,68.16,69.82,4.61,0.9534411360959837,0
0,1,0,1,52.27,1.67,0.548,0.517,0.297,7.41,54.59,64.19,5.9,0.809816028490422,0
0,0,0,1,64.07,1.19,0.597,0.157,0.148,6.07,72.01,56.45,4.33,0.6347928796071991,0
0,0,1,0,50.28,1.91,0.3,0.314,0.411,7.11,66.78,68.49,6.75,0.5979272531002413,0
0,1,1,0,46.2,1.99,0.825,0.399,0.399,5.73,75.56,64.06,4.92,0.999513381601267,0
0,0,0,0,53.73,2.45,0.898,0.485,0.605,4.09,71.95,64.08,3.46,1.1864459532570373,0
0,1,1,0,68.62,1.16,0.579,0.878,0.549,5.71,75.62,66.23,3.81,1.1863920094134148,0
0,0,0,1,69.53,1.57,0.818,0.548,0.261,4.86,64.58,67.33,5.04,1.0186014922431639,0
1,0,0,1,65.13,0.88,0.386,0.332,0.421,6.49,75.19,67.95,5.14,0.6606519507274613,0
0,0,0,1,67.25,1.67,0.341,0.544,0.426,5.38,80.53,63.58,6.97,0.770514762999386,1
1,0,0,0,65.16,1.34,0.508,0.43,0.145,7.18,73.82,66.9,3.96,0.6811673803111832,0
0,1,0,0,53.59,2.08,0.587,0.565,0.304,6.39,73.95,59.21,5.04,0.8696033578592023,0
1,0,0,1,64.32,1.27,0.421,0.616,0.346,6.42,70.85,69.56,3.94,0.8224433111163346,0
0,1,0,1,68.0,0.99,0.608,0.742,0.787,4.09,67.38,53.72,4.51,1.240804980647644,0
0,0,0,0,67.54,1.36,0.561,0.495,0.538,7.92,73.81,66.55,6.68,0.9215150568493171,1
1,0,0,0,71.89,0.91,0.3,0.828,0.632,7.21,62.47,72.6,3.86,1.0839778595524912,0
0,0,1,0,67.08,1.73,0.604,0.682,0.2,6.95,67.91,62.7,5.59,0.9327057413782763,0
1,0,0,0,63.51,0.88,0.673,0.359,0.739,4.65,61.14,71.58,5.39,1.0620409596621028,0
0,1,0,0,70.7,1.51,0.534,0.942,0.76,5.68,66.48,73.78,4.98,1.322921010491556,1
0,1,0,1,59.73,0.88,0.731,0.565,0.1,3.69,73.21,51.46,5.52,0.9292932798637898,0
0,1,0,1,51.18,1.4,0.257,0.333,0.359,5.69,72.53,67.24,3.84,0.5530090415174059,0
0,1,0,1,58.37,1.99,0.594,0.831,0.599,3.73,70.25,53.62,6.66,1.1841444168681452,0
0,0,1,0,52.55,1.61,0.266,0.916,0.629,5.77,70.85,67.41,6.92,1.142564221389765,1
0,0,0,1,60.2274717228792,1.6400303293030005,0.38068899936363165,0.6313473957999689,0.6415395649060476,3.983628340757631,66.66602013601492,61.90766612710576,5.598475326121159,0.9799199010662649,1
1,0,0,0,62.11704372023903,1.3438073900922989,0.40147256315690816,0.3383303461292185,0.38348152476925274,5.069977595969139,65.40517355029203,61.03964161645335,4.327413224853979,0.6634891313992547,1
0,0,0,1,62.91040961969452,1.5860542194868728,0.7871386444888839,0.4355557673727237,0.9212640314603466,5.607103279354242,67.92947249652335,60.196422562225365,3.8703020551513836,1.289033270390959,1
0,0,0,0,62.61342173765966,1.336185462761464,0.3885152866944888,0.3276596478660496,0.40253634309633995,4.989947358995372,65.17461024853428,60.609955463177535,4.442694875732856,0.6617038493390688,1
1,0,0,0,61.6169602080261,1.351486215615722,0.4145265665467274,0.3490807018620108,0.364284460960695,5.1506052639650814,65.6374580223756,61.47253540533632,4.211270988812204,0.6652877407083209,1
0,1,0,1,67.30722781455634,1.615841596561668,0.21224421991592732,0.46650495793700075,0.4898415840343833,4.015164993142192,65.10122116221606,57.169768921909935,5.92173270985692,0.7353368118129371,1
0,0,0,1,63.12639440517657,1.5560563326143662,0.7388849007482519,0.4189283672205344,0.8763529093997938,5.502539216541505,67.52578664746761,60.02586314829311,3.9877223551951957,1.22235776224796,1
0,0,0,0,64.76429244528292,1.3285704937107063,0.3729576798832219,0.2928362165139344,0.5357741105840289,4.7095885780773195,64.46447721536407,58.732443664240876,4.8781669246180925,0.7167310169808019,1
0,0,0,0,64.81791274834377,1.3211232293966975,0.36097822328668744,0.2887083042941694,0.5246244920110554,4.683629542468488,64.36425831559555,58.69010064714122,4.907317644932927,0.7001781799585759,1
0,0,0,0,63.68259215080714,1.3197682587208117,0.3606060398253799,0.30467556220913644,0.4435793531979707,4.817566716568523,64.67798982630455,59.68443558538576,4.691005086847723,0.6578584518982382,1
0,0,0,0,64.1244131954001,1.3606269784430116,0.3365726808067913,0.3401796933248226,0.5194844168987892,4.498318723920768,64.5410841255271,59.165101656822195,5.098490382476968,0.7114768667493621,1
1,0,1,0,54.372320241082654,1.4356388776525182,0.4325869738150894,0.5366929860044679,0.4360532265461413,3.645905010383225,69.97051462934525,65.4979194374738,5.668717835665922,0.8219044799789491,1
0,0,0,1,56.061214018407966,1.3269956367130915,0.3055895250064275,0.5276200835397475,0.601125765127705,4.37687337152989,69.93024453036641,63.80337994751017,5.743301315196057,0.8790136978105701,1
0,0,1,0,55.65227688186212,1.4651730511638261,0.44149727832676194,0.3333233029753876,0.5801448084650852,4.249517305116383,68.77306459952779,64.88921228233434,6.011311492094887,0.8033411017023169,1
0,0,0,1,54.868345891520455,1.3980204008730206,0.35476900408375606,0.5974223947942776,0.5300752985659962,3.9470075349122706,70.2312824850376,64.37196986035092,5.373638576994559,0.8964409586920372,1
0,0,0,1,55.398277733020386,1.3064235831377398,0.26052288477702346,0.5412851060895607,0.5849072925058678,4.233642358313775,69.86049845550649,63.547779277513904,5.725562449647931,0.8488007579317342,1
1,0,0,1,54.23442209000053,1.570085432714142,0.5372484983784191,0.6087424626785619,0.4549100478143484,3.5666532540003177,70.39429146257129,65.89338698399872,4.988756268928892,0.9464527053222911,1
0,1,1,0,57.507148581397885,1.4412640216302277,0.4791895713228461,0.40456182285975467,0.6314508365095605,4.671334209585587,69.56985962408929,64.93287898303726,5.910308954690333,0.9186751730474408,1
0,0,0,1,55.344981957164535,1.5190978582265695,0.369455106368848,0.5272237311598108,0.6084188072403912,4.0058119275960875,70.75267247422455,62.94606452729265,5.0621651402562335,0.9000595742499424,1
1,0,0,1,54.56249102868732,1.4810381493562998,0.4428115110278654,0.6028840887734408,0.4938096505443532,3.76349461721239,70.30993087833755,65.10602153115043,5.187940981703013,0.9205705715397748,1
0,1,1,0,39.00007537649211,1.478912640178015,0.6342154329536666,0.5262539234230332,0.3120763625450231,7.416049671575928,70.94956629285863,69.26499690803145,5.066558755209416,0.8945723138569013,1
0,0,0,0,40.392529590617585,1.3090973491192064,0.5310902650880793,0.6381270215687203,0.47574962500278467,6.043213038939539,72.45786797396605,67.79630771540874,5.723064676691971,0.9622030558876469,1
0,0,0,1,42.38442755240625,1.698240279707236,0.58583136013861,0.5924655926607938,0.7380834790141855,7.158460244743832,67.82404110150269,69.96013823419264,5.410586573430922,1.1132144635368808,1
0,0,0,1,43.77488362319742,1.2492437948644035,0.37038598978645976,0.08538444460459105,0.18583932657235042,6.788739658107339,73.01445835862697,69.47328461483026,5.423781025677982,0.42819206034716584,1
0,0,0,1,42.80797054531387,1.2395097705904081,0.426843330575633,0.29628830387449107,0.2867487115461026,6.772516284317347,72.55695921774918,68.74323279428062,5.472451147047959,0.6263660298433472,1
0,0,0,0,41.552435182177675,1.2559176411672461,0.5467844433315909,0.6381853073736962,0.5045643111724734,6.576375190238101,71.29878240891117,67.52543721464285,5.454265378461096,0.9920772861089633,1
1,0,0,1,43.196380589115016,1.3424410836376324,0.5631277602426639,0.443507561815327,0.5420578029096407,6.182212841206341,70.47680970544249,68.1166807381905,5.175467619389852,0.9162291667469142,1
0,0,0,0,40.68228413665414,1.2459914272325032,0.5494579915762721,0.6996508263935809,0.47123919139112275,6.807866504440425,71.57068952738,67.47926760878252,5.519461113714577,1.0106143748971703,1
0,0,0,0,40.91659180335282,1.234713201058787,0.5414100151014671,0.7151071322198626,0.49666312555145153,6.752874050926438,71.52260091655177,67.36245523093362,5.565095599647071,1.0263215249870048,1
0,0,0,0,41.261677990537045,1.3436877864853825,0.5518534128715158,0.6862742731590759,0.5534207221278034,6.84822681317471,70.65307453700206,67.97316697009516,5.528770737838206,1.0467499365969186,1
0,0,0,0,42.45217051204846,1.303272132213077,0.5557291805291368,0.5316377025205768,0.5250845906256666,6.36064917547376,70.84891474397577,67.84902623678936,5.301678685091197,0.9505654254314068,1
1,0,0,0,70.23990218814237,1.805750851406179,0.39664170308951346,0.5203710949026492,0.5896913866549645,4.854956691995596,67.62109148316665,67.60978929225274,5.063357177325604,0.8845999802665558,1
1,0,0,0,69.89702083953213,1.7690639581392402,0.38126142860452755,0.5229109567442065,0.5465137353484902,5.063789776745864,67.40802529534712,67.15966933255453,5.002682699999513,0.8538407006083092,1
0,0,0,1,69.04352902107597,1.542864673940001,0.576801412843993,0.41196801095960317,0.517846402033195,5.813209130672009,65.01769065311203,65.463873477808,6.413079129183956,0.8951311083231464,1
0,0,0,0,68.32147200050163,1.6353141334782497,0.3649730134983151,0.4053735463244409,0.43547925362539575,6.042136533076943,65.53134719796003,66.38028587070204,4.907001600568519,0.7285971455899067,1
0,0,0,0,69.43071557197658,1.5765406500745305,0.38087317830070755,0.4041987678396072,0.24651056166948032,5.475804814309831,67.32013017823714,64.46984955797475,4.520491853651989,0.648919766781759,1
0,0,0,0,68.29696744334306,1.6282350391879983,0.3569137369217212,0.422091099763727,0.4212121559019659,6.054661084513541,65.63099906373817,66.18316032200426,4.879229769122148,0.7243389027753887,1
1,0,0,1,71.84356235964758,1.5701235043626396,0.5271841005318212,0.15970551621656198,0.10276649772312305,4.243712837626768,69.1939367261093,63.78321496680242,4.206051713769332,0.5628385083102384,1
0,0,0,0,68.17933430543735,1.577994540429376,0.3168404008226185,0.5293017650341154,0.33446849895865793,6.122351955778507,66.24021000694228,64.87369172078648,4.78305332407696,0.7061147654433306,1
0,0,1,0,66.16183850380204,1.3025499212408165,0.7806013858595917,0.42068481101571437,0.38035704724795916,4.822112125893878,68.02672236232246,65.47293299216938,5.8518222048040816,0.9779522459224903,1
1,0,0,0,69.53618124283092,1.7304556062288223,0.3650756195343909,0.5255838426456969,0.5010746750231524,5.283560395312858,67.18379986694431,66.68597455334594,4.938830425686129,0.8214704182593608,1
0,0,0,0,68.66949696560319,1.5580692290405205,0.4642877051001485,0.4627512249953384,0.4384786244084831,5.94700921555658,65.54680917061012,65.20843695211926,5.70758777251985,0.8133229579538852,1
1,0,1,0,71.48733022171528,1.3455979109577518,0.2739253131782693,0.16451912932830592,0.48030566158940124,4.162613301185342,72.60076803622906,75.51513906722685,5.767355640770206,0.7027641684549684,1
0,0,0,1,75.9188053229338,1.1040668258997293,0.5629787238607418,0.6310928055894689,0.4407202183767715,3.3979345389550923,71.28952744171002,76.02114081728728,5.937202183767715,0.978997098812884,1
0,1,1,0,76.82381037711109,1.131139626665716,0.34600956343618844,0.5413658087650548,0.4778486308558394,3.60291431618328,70.2878338133685,77.29356245328866,6.308486308558394,0.8141334496297467,1
0,0,0,0,74.78,1.3131895032830398,0.5081445214999019,0.4341585587801271,0.6389909070110623,5.652958200591411,72.30681049671696,70.99733291675722,5.082698198475159,0.9365796820277605,1
0,0,0,1,75.76682696888389,1.0995204648811419,0.5994145600239915,0.6461607449653584,0.4344852089798517,3.3635120912429315,71.45774279939775,75.80746184941367,5.874852089798517,1.0066828072295007,1
0,0,0,1,74.19589334783404,1.263779458064536,0.696755617990769,0.7534121451059917,0.48535317308756704,3.693655594470103,72.01018579539165,73.25455497364044,5.569658007004619,1.1663147664033968,1
0,1,1,0,76.16609976890847,1.1114645230015354,0.5036914656591238,0.6065747237663399,0.4508656315449628,3.453945674154482,71.01581264894318,76.36883258107216,6.038656315449628,0.9339477760517332,1
1,0,1,0,70.63787041090022,1.4166980713343427,0.1289184071470646,0.015021686852263905,0.5025712381283862,4.426432317319534,72.61386543419317,75.79766865188121,5.844068971702844,0.5779799426268828,1
0,0,0,1,73.82359366191427,1.1500516318221534,0.6727368035206084,0.5756809109844724,0.41906880049167433,3.43703368649799,72.56474635323039,74.73809990539856,5.556371497492323,1.045957361357137,1
1,0,1,0,71.95173171062179,1.3067273017541234,0.3532008977383009,0.24624969973277722,0.4681330234440545,4.01838288282451,72.59360766084944,75.36067954118086,5.725416299261028,0.7709839706502081,1
1,0,1,0,71.91271660077996,1.3099928836351578,0.3465408294282966,0.23938338414607607,0.46915566619100996,4.0304999103304535,72.59420921540648,75.37365593233972,5.728939690237933,0.7652527162515574,1
0,0,1,0,63.3870998037602,1.4072650369487372,0.25590456014457164,0.5433920688069501,0.8568961007881825,5.62736417686186,69.1749081332615,66.47809120289143,5.257033710484782,1.0509795654671241,1
1,0,1,0,62.374493843622204,1.2405211351585395,0.39384109166145337,0.5198944890727998,0.6615587469758979,5.682635633354187,68.04550187672616,68.70923541586876,4.275788122215271,0.9441871414133237,1
1,0,0,0,63.676579197376306,1.3804309901109848,0.4170754232694223,0.39602558096872703,0.6435218794147389,6.495932712209835,68.50445796326937,69.77309096185665,5.591434434308685,0.8658286670430133,1
0,1,1,0,63.16450983760604,1.779961463639323,0.5401716585958216,0.7051697317777876,0.3275714957831241,7.475342439678031,67.50547089421363,66.40016699089627,5.750813333891651,0.9585518831459514,1
1,0,1,0,62.732184514031765,1.2159366217740484,0.4067962690240934,0.5610223616732093,0.7268907742984118,5.762342959596644,68.279284184635,68.96046971604855,4.436089446692837,1.0077279065288247,1
1,0,1,0,62.75490142820357,1.3367785944497592,0.42333253853675473,0.5661714682592427,0.6270556770839506,6.186083183853846,67.69348786902133,68.32062609071771,4.649571052875159,0.9706552740204839,1
0,1,0,0,63.27054866394831,1.3742790188083278,0.5160525229777463,0.7549917980402017,0.6999725668025842,5.904851116927495,70.56733182178034,68.78629307931084,5.211967192160807,1.1522101362895285,1
1,0,1,0,62.73306432784245,1.2161953905418978,0.4069748194739096,0.561339353413825,0.7268467836078774,5.762575851487709,68.28302339333042,68.96018507040391,4.4373574136553,1.007964024519152,1
0,1,1,0,63.131174906955444,1.7438941616239223,0.5306630062463068,0.6938577143275029,0.3519442483571677,7.370419379269592,67.52077217385653,66.556458632963,5.66119155312611,0.9595368865935813,1
1,0,1,0,63.13181452783492,1.3326061354988907,0.297328208690938,0.5347220028321293,0.8161949577397178,5.661081100097276,68.7100962629447,67.30656417381876,4.929497884769328,1.025998774876721,1
1,0,1,0,62.77811713059416,1.2294462148806353,0.41611788826763846,0.5775716132287784,0.7245941434702919,5.774501593392572,68.47449780502518,68.9456091636313,4.502286452915113,1.02005496593779,1
1,0,1,0,60.635440126371186,1.4461900276436968,0.42357078939226794,0.6205719668275639,0.6448435021720048,6.8589148005704725,66.29075696588428,72.99809030408066,7.357212406208887,1.0051948588038422,1
0,1,0,1,60.721344860943844,1.4539882148485872,0.4704189528732008,0.4905364180759729,0.6426253477598721,6.066312403355783,64.12269300606522,76.49045556410485,5.501344860943843,1.008105636455322,1
1,0,1,0,61.091033786969994,1.5458511408996867,0.5655878757820536,0.5009786309203759,0.6526740182135469,6.139931054937974,64.36516188475962,74.09436254989656,7.019076486233206,1.0313067907688303,1
0,1,0,1,61.2901812871683,1.5894146565680656,0.6276658856094934,0.4487024121183213,0.6560968658732051,5.825651406187527,63.52345252845273,74.57356122224873,6.8712717009297775,1.0427207467254183,1
1,0,1,0,60.38028353318531,1.3757360487394883,0.37075817528142396,0.5444270607737485,0.6355383591311234,6.386703347613793,64.96574936169344,76.75917054961157,5.160283533185318,0.9878906639470074,1
0,1,0,1,61.3722598543286,1.603332347529938,0.6606213860051097,0.3876862134935333,0.6561508541159189,5.454846803509499,62.51372131246048,75.97761344810475,6.152259854328598,1.046685878850434,1
0,1,0,1,61.104715464524595,1.5726755390044718,0.6137852222659922,0.30766376009410845,0.5896945080361655,4.7832239553120734,60.54363392787283,74.42853908271437,5.470169035673728,0.9095115151824348,1
0,0,0,0,64.82303706180286,1.2343762085024148,0.6672728815101243,0.4937695071193342,0.4827198957233012,4.402023127918593,55.23034928870387,77.10503611383288,6.190705687182649,0.9612264922222982,1
0,1,0,1,62.56828298166258,1.5686772866304701,0.7433797227009794,0.37214081699189283,0.6157290480848892,4.9141439284551875,59.889226015807616,76.05945614607066,6.439653298554606,1.0403571642705887,1
1,0,1,0,60.90937706938715,1.506113733928438,0.5089620708480245,0.5486635192858742,0.6495517933800916,6.42660806237341,65.13294535516839,73.65725107321282,7.153899831314228,1.020895302943754,1
0,1,0,1,62.780852503592286,1.5371606698143934,0.7362046631279576,0.38360750098242286,0.603189457989982,4.8658631537582195,59.45000507932825,76.1580293944103,6.416183477521357,1.0328970295820932,1
0,1,0,1,49.940182403515394,1.7139197877609083,0.2705109328840032,0.3726093854746345,0.41501184867722035,3.939612581311794,74.1929672202262,75.51469462513732,5.541654519017774,0.6261094306917996,1
1,0,0,1,46.28362689286657,1.4291611562502844,0.5043083857131153,0.5172648781242319,0.4636272165168208,4.0558405982200565,72.37164287053079,75.36,5.272718415179588,0.8591066348742074,1
0,1,1,0,48.870066714334065,1.6430588403680653,0.5041769792419367,0.36064346457031216,0.4106859269880095,5.237447673560748,77.36940701494194,74.32229148176596,4.532030637092662,0.7438582206820635,1
1,0,0,1,47.332292833323244,1.524371594518237,0.5243022078860381,0.45714135576125947,0.4566127308168561,4.509843253350931,74.79440981150435,74.87444519071951,4.908733634789943,0.8341387591998148,1
1,0,0,1,46.683430380772464,1.4742916065696867,0.5327940319294879,0.49785856335421125,0.4759915087621647,4.202831153318514,73.70789181209885,75.10742600421928,5.067683161757081,0.8722325598317566,1
1,0,0,1,45.82345192818707,1.4075055529538978,0.5290645724699178,0.507236038512904,0.47355453760172594,4.084610502203637,72.5682183086116,74.93151396306602,5.253229414519402,0.8767276900028479,1
1,0,0,1,46.37383833980309,1.4318830533561278,0.4931097233347883,0.5099157559384548,0.45371173420267713,4.111056225224308,72.32459293484408,75.36,5.282439476271885,0.8429367644722452,1
0,0,0,1,44.87288148957568,1.331638428745477,0.4505197850541409,0.29614692233300366,0.33119211041063035,5.387739929783572,72.80028245324912,72.32971787991842,5.333559310740084,0.6532617867429953,1
1,0,0,1,45.26218323420136,1.3627094600066814,0.4826874409480936,0.3825974975480016,0.3894959867184197,4.8540492751793565,72.70524165174427,73.3952714814056,5.300660571757632,0.7447812180967605,1
0,0,0,1,80.83074045801143,1.7843325048823915,0.6896394993801265,0.2851492810223347,0.577533996094087,6.694162790693781,57.143859044918,70.59864122136383,6.052572696612001,0.9607189567733152,1
0,0,0,1,81.34415509447628,1.7246331285492709,0.4934275491652703,0.31340698582001175,0.6252934971605834,7.215537344003034,56.59462478265329,71.9677469186034,5.686416521768861,0.8882093706374887,1
0,0,0,1,81.57915858836196,1.6973071408881444,0.4036161363857016,0.32634128664627826,0.6471542872894844,7.454184302910205,56.34322569617093,72.59442290229856,5.5188171307806195,0.8550198102473625,1
0,0,0,1,81.1038829672808,1.7525717479906044,0.5852524783957869,0.30018270595111385,0.6029426016075164,6.9715400675487205,56.851660081513565,71.32702124608214,5.857773387675707,0.9221430204899338,1
1,0,0,0,77.9279120411038,1.7448132660262534,0.5545227829346675,0.3136085796739258,0.38015356890811275,4.52882480232695,62.30445277461818,72.22020764261931,5.092102379272075,0.7862015398397814,1
0,0,0,1,80.83093178943392,1.6048761703926866,0.304552909014034,0.33180594072323066,0.6434245765119091,7.024970576287707,57.30960855794345,73.30133270196816,5.1012426440719265,0.7899531664528834,1
0,0,0,1,80.82723701575478,1.604685658624855,0.3046343094966528,0.3317637972109528,0.6433085375260482,7.022361142376805,57.314134655700414,73.3008188975034,5.100590285594201,0.789884894612523,1
0,0,0,1,81.85269385925574,1.6655007140400313,0.29907901347823673,0.3413963286877184,0.6725994287679748,7.731960430717059,56.05060656916829,73.32385029134862,5.323737712778859,0.8163884042114401,1
0,0,0,0,77.18702710357991,1.4169873350283386,0.3848326841242553,0.29024265290020823,0.5289831949718062,4.451462891903304,61.77339179811462,72.79460220659158,4.457865722975827,0.7226212807667498,1
0,1,1,0,59.322562673099085,1.523276090552436,0.5756737161488857,0.336568028735012,0.6422245720496286,4.990772777542113,68.73863942529977,65.62173053546822,5.878626173258466,0.9278640481991253,1
1,0,0,0,61.060212083084856,1.752061746632405,0.3936826838320417,0.3359428184130216,0.5904206709580104,5.160507382485004,68.65147114783211,65.03641610591258,6.058362419537304,0.7892384202704021,1
0,1,1,0,58.951008875123456,1.526883408979384,0.5962354311824885,0.32177802318452586,0.6490784770608296,4.942073978778317,69.03443953630949,65.72273545142275,5.965201815505215,0.9394579151088045,1
0,0,0,1,59.868216443990946,1.646963926001509,0.408959272716644,0.618198983131915,0.6508381464239023,4.154855607282933,67.10214429599397,62.873273048797344,5.648623716824506,0.9924511546092166,1
1,0,0,0,60.14562044111102,1.4339039326284222,0.4783418885173202,0.3898292912712065,0.4273451859354523,5.333899222031091,66.97684248094373,63.979781029259044,4.518069231373781,0.7603807328380916,1
1,0,0,0,59.88250770912267,1.3971247335332764,0.46787396262100944,0.3892634574389735,0.33568010511370416,5.413115958543712,66.65148802740975,63.36585132128623,4.014477120686399,0.7000548180533428,1
1,0,0,0,60.850556143828676,1.614979017118752,0.4538915689517639,0.3671224196357349,0.605472892237941,5.165883175799265,68.08432495317759,65.15737145548346,5.776133270538606,0.8435798248425781,1
1,0,0,0,60.704549550521705,1.5245495505217046,0.49686625065686363,0.40756410367086376,0.5692103225171702,5.192383923879546,67.90517673222682,65.4223562138725,5.427934849110681,0.8690811208103948,1
1,0,0,0,60.90040469698325,1.6475723018736648,0.43957608702019435,0.35970904506402923,0.6018940217550486,5.16460500776966,68.21917168030086,65.12861267481735,5.8432370920928385,0.8306594162726098,1
1,0,0,0,60.69742129129161,1.517421291291611,0.4984015680294992,0.3994488547012186,0.5926239124498626,5.181417371217863,67.78015803188364,65.33791375837754,5.4926375098146085,0.8769757393303835,1
1,0,0,0,60.19601233895904,1.4409479613598657,0.48034672746396184,0.38993766094399795,0.4449010729276656,5.318727467840289,67.03915504279881,64.09736212423776,4.614518240158163,0.7719344775483856,1
1,0,0,0,76.23055243999008,1.7514725615327327,0.6524050003045605,0.2990981707688488,0.27088335338740344,3.1850715446164033,64.85153414767856,71.76388516154928,4.956114838450717,0.7710610240751636,1
0,0,0,0,75.31115100479116,1.3370818373203317,0.42640647655487307,0.29739951578857,0.48717356554985675,3.3552113684177933,63.94386694736487,72.60799911961558,4.192261703348178,0.7162928448410588,1
0,0,0,0,75.30706633586416,1.370296271623309,0.4206567909458897,0.2901712564995742,0.4694060646434585,3.3173916595847124,64.42002209154764,72.38904612038597,4.318742888213035,0.6959289736614425,1
0,0,0,0,75.87080320319241,1.1672083498179633,0.4834990678465472,0.38133656290115825,0.5623700144021362,4.630163055698809,64.77605198854671,71.01800131355348,5.408069318062282,0.8358055438264171,1
0,0,0,0,74.02447747230592,1.6381787557842085,0.411727374807193,0.41761837775188104,0.4255707490534931,3.6989212582381152,68.27590633325755,71.25257497546093,5.374037522786276,0.7257145051683704,1
0,0,0,0,75.00047335413673,1.4343315146423277,0.4185222828452557,0.32063650848134984,0.4589275703312555,3.4085933693390724,65.34174149863956,72.11738145303255,4.5710029364697755,0.7030489753833586,1
1,0,0,0,75.89564315077695,1.5582556639097767,0.5467797629373445,0.28621704426065175,0.3649155768972421,3.2194212153049286,64.38781359338347,72.12885041261487,4.591149587385133,0.7345640127603622,1
0,0,0,0,75.43431488270038,1.3437190434866295,0.4215426985504457,0.27752693887091157,0.4737550656112788,3.279539243753684,64.03747108048937,72.50179799732945,4.2140447167655095,0.6929738836020402,1
